,student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,hobbies,skill_python,skill_excel,skill_sql,skill_soft,family_siblings,family_income_father,family_income_mother,device1_type1_laptop,device1_brand1_laptop,device1_year1_laptop,device2_type2_phone,device2_brand2_phone,device2_year2_phone,addr_city,addr_district,addr_postal
259,260,Tyler Mueller,20,Female,61,Null,Port Jeffreyside,Null,2021-05-02 09:47:55,Data Science,0,Inactive,15.5,excellent,124,1995-04-08 00:00:00,"Apartment 43, Sarahstad district, Tashkent, UZ, 100781",,,,,,,,,,,,,,,Tashkent,Sarahstad district,100781
260,261,Charles Smith,20,Unknown,89,+998 37 407 83 14,Lake Josephtown,xthomas@lambert-collins.com,1984-12-16 11:44:14,Data Science,86,Inactive,15.5,average,152,2002-01-01 00:00:00,UZ 100304 Tashkent Jonesfurt,"anyone, bed",1.0,3.0,4.0,"would, after",2.0,518.0,607.0,laptop,HP,2015.0,phone,Samsung,2020.0,Tashkent,Jonesfurt,100304
261,262,Michele Johnson,18,Female,76,+998 70 768 53 63,Hillchester,Null,2023-08-06 21:49:21,Data Science,97,Active,0.0,good,194,1989-07-12 03:27:46,"North Alicia 20-kv, dom 35, Tashkent","firm, everybody",4.0,3.0,3.0,"say, do",1.0,1464.0,1493.0,laptop,HP,2017.0,phone,Xiaomi,2024.0,Tashkent,,
262,263,Null,21,Female,65,+998 42 192 15 75,Kellyborough,zjohnson@miller-weaver.net,2002-08-30 15:04:12,Data Science,110,Inactive,15.5,average,220,1995-09-08 00:00:00,"BROKEN,ADDRESS,DATA,,,","third, prepare",4.0,4.0,3.0,"successful, product",2.0,913.0,1267.0,laptop,HP,2019.0,phone,Samsung,2024.0,,,
263,264,James Griffin,0,Female,90,+998 35 914 00 72,West Marieland,kevinboyd@foster-nichols.com,1989-05-11 00:00:00,Data Science,92,Active,4.46,Null,219,2018-01-14 08:03:10,"Apartment 29, North Tyroneville district, Tashkent, UZ, 100883","green, box",2.0,1.0,2.0,"society, next",3.0,1161.0,228.0,laptop,HP,2024.0,phone,Samsung,2024.0,Tashkent,North Tyroneville district,100883
264,265,Justin Arnold,18,Female,81,+998 12 835 35 47,West Victoriastad,hollyhuffman@morales-kim.biz,1972-03-11 00:00:00,Python,0,Inactive,15.5,excellent,92,2000-11-24 00:00:00,UZ 100588 Tashkent West Elizabeth,"maintain, hard",1.0,1.0,2.0,"common, resource",3.0,422.0,1398.0,laptop,Lenovo,2016.0,phone,Xiaomi,2022.0,Tashkent,West Elizabeth,100588
265,266,Null,19,Female,90,+998 74 850 24 28,Jamesburgh,Null,1999-03-19 00:00:00,Data Science,0,Pending,15.5,average,195,2017-02-10 08:53:00,"Apartment 17, North Raymond district, Tashkent, UZ, 100376","guy, test",3.0,4.0,5.0,"trade, least",5.0,1310.0,604.0,laptop,Dell,2015.0,phone,Xiaomi,2023.0,Tashkent,North Raymond district,100376
266,267,Null,21,Male,90,Null,Josephbury,marcus14@thomas-wong.biz,2023-06-26 19:20:47,Null,114,Active,0.0,excellent,203,2018-03-23 00:00:00,"63287 Donna Walk, Savageborough","week, group",2.0,3.0,5.0,"form, mean",3.0,335.0,1183.0,laptop,Lenovo,2022.0,phone,Apple,2019.0,Savageborough,,63287
267,268,Adam Bowman,20,Female,90,Null,North Brentport,ali@gmail..com,2020-10-31 14:05:24,Python,84,Inactive,0.0,average,239,2023-02-16 17:15:43,"Apartment 20, Lake Stacy district, Tashkent, UZ, 100919","after, treatment",,,,,,,,,,,,,,Tashkent,Lake Stacy district,100919
268,269,Null,19,Female,0,+998 85 944 90 82,Lake Amberstad,Null,2023-11-03 06:30:07,Data Science,104,Inactive,0.0,Null,128,2022-10-12 16:21:33,"42654 Obrien Stream Apt. 484, North Ianberg","why, up",1.0,3.0,4.0,"several, consider",5.0,280.0,1029.0,laptop,Lenovo,2016.0,phone,Samsung,2022.0,North Ianberg,,42654
269,270,Null,0,Unknown,96,Null,Patrickhaven,nelsonanna@hotmail.com,2021-08-09 06:19:22,Data Science,0,Active,0.0,average,216,1986-04-14 20:33:44,"0553 Joseph Crest, Port Stephenchester","watch, step",1.0,3.0,2.0,"idea, cut",2.0,618.0,407.0,laptop,Dell,2015.0,phone,Samsung,2020.0,Port Stephenchester,,
270,271,Null,0,Female,0,+998 67 917 65 12,Rachelstad,troy76@yahoo.com,1991-11-03 00:00:00,Python,0,Active,4.5,excellent,227,1988-04-19 11:33:00,UZ 100416 Tashkent Lake John,"word, move",2.0,5.0,2.0,"coach, decision",4.0,1043.0,1206.0,laptop,Dell,2015.0,phone,Xiaomi,2023.0,Tashkent,Lake John,100416
271,272,Null,20,Female,73,+998 40 799 24 36,Davidside,pricesamuel@young.com,2010-08-23 18:40:24,Data Science,109,Inactive,15.5,good,234,2009-02-28 00:00:00,"Apartment 20, Rileyside district, Tashkent, UZ, 100580","anything, hospital",3.0,1.0,1.0,"age, police",5.0,586.0,1160.0,laptop,HP,2024.0,phone,Apple,2018.0,Tashkent,Rileyside district,100580
272,273,Null,0,Unknown,90,Null,Rayfurt,ali@gmail..com,1982-01-08 00:00:00,Data Science,93,Inactive,3.51,average,214,2023-03-27 12:29:50,"2917 Connie Motorway, West Jamie","top, air",,,,,,,,,,,,,,West Jamie,,
273,274,April Sharp,20,Male,79,+998 32 149 71 76,Guzmanbury,allison39@hotmail.com,2007-01-26 08:08:12,Null,110,Active,4.24,average,127,1977-10-29 00:00:00,"BROKEN,ADDRESS,DATA,,,","candidate, station",,,,,,,,,,,,,,,,
274,275,Jessica Leon,20,Female,78,+998 12 921 93 67,West Toddside,ali@gmail..com,1973-01-13 00:00:00,Data Science,110,Inactive,1.35,average,85,1971-12-26 00:00:00,"BROKEN,ADDRESS,DATA,,,","group, great",1.0,2.0,1.0,"may, suddenly",3.0,850.0,388.0,laptop,Dell,2019.0,phone,Xiaomi,2024.0,,,
275,276,Christopher Cruz,20,Female,77,Null,Obrienshire,Null,2022-02-05 23:19:02,Data Science,0,Active,2.66,excellent,135,1987-05-27 00:00:00,UZ 100679 Tashkent Maryport,"television, serve",5.0,2.0,5.0,"find, kind",2.0,612.0,1374.0,laptop,HP,2019.0,phone,Samsung,2018.0,Tashkent,Maryport,100679
276,277,Hunter Smith,19,Male,0,+998 31 876 72 85,Robinsonton,ali@gmail..com,2007-04-03 20:56:59,Python,102,Active,0.0,excellent,299,1974-06-11 00:00:00,"Apartment 8, Ashleyborough district, Tashkent, UZ, 100060","those, partner",5.0,4.0,4.0,"which, actually",3.0,1415.0,828.0,laptop,HP,2016.0,phone,Apple,2018.0,Tashkent,Ashleyborough district,100060
277,278,Tracy Martin,21,Unknown,86,+998 85 034 84 28,Lake Hunter,Null,2001-12-01 18:40:00,Data Science,110,Inactive,0.0,excellent,100,1971-04-21 00:00:00,"4741 Phillips Course Apt. 019, Lake Theresafurt","from, different",,,,,,,,,,,,,,Lake Theresafurt,,
278,279,Erica Myers,18,Unknown,85,Null,West Olivia,Null,1983-03-18 00:00:00,Data Science,0,Inactive,0.0,Null,140,1993-10-30 00:00:00,"BROKEN,ADDRESS,DATA,,,","support, support",3.0,5.0,5.0,"end, collection",0.0,1095.0,1133.0,laptop,Dell,2024.0,phone,Apple,2020.0,,,
279,280,Audrey Moran,0,Unknown,88,Null,West Shawnabury,Null,1994-03-14 00:00:00,Null,110,Pending,0.0,good,218,1975-12-08 00:00:00,"BROKEN,ADDRESS,DATA,,,","exist, politics",3.0,1.0,3.0,"conference, commercial",4.0,1499.0,861.0,laptop,Lenovo,2022.0,phone,Samsung,2024.0,,,
280,281,Null,18,Female,94,Null,Brittneyburgh,dgreen@henry-marshall.com,2023-03-23 18:03:51,Data Science,72,Pending,1.52,excellent,69,1992-08-16 19:39:00,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,,,
281,282,Null,20,Female,90,Null,Marciastad,Null,2023-11-05 19:10:41,Null,110,Active,4.5,excellent,148,2014-09-06 00:00:00,"BROKEN,ADDRESS,DATA,,,","none, third",,,,,,,,,,,,,,,,
282,283,William Torres,21,Female,0,+998 62 270 52 45,Suzanneland,khantricia@swanson.com,1977-12-04 00:00:00,Data Science,110,Pending,0.0,Null,53,1993-12-20 16:18:00,"978 Allison Loop Apt. 882, Whitemouth","specific, me",3.0,2.0,4.0,"hand, room",5.0,709.0,1412.0,laptop,HP,2023.0,phone,Apple,2019.0,Whitemouth,,
283,284,Vicki Morales,21,Female,0,Null,North Jacqueline,harveydaniel@grimes.com,2014-08-11 06:04:00,Data Science,0,Inactive,4.5,excellent,216,2007-05-22 00:00:00,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,,,
284,285,Laura Bates,21,Female,86,Null,Michaelfurt,Null,2023-10-17 18:20:34,Data Science,0,Active,15.5,good,85,1986-05-17 19:24:00,"South David 8-kv, dom 24, Tashkent",,,,,,,,,,,,,,,Tashkent,,
285,286,Vincent Huffman,20,Female,83,+998 23 312 82 54,Lake Robin,ali@gmail..com,1972-06-07 00:00:00,Data Science,110,Active,2.15,excellent,218,1992-12-30 00:00:00,UZ 100578 Tashkent New Davidmouth,,,,,,,,,,,,,,,Tashkent,New Davidmouth,100578
286,287,Jeffrey Lowe,19,Female,90,+998 19 096 50 66,North Erikbury,qparker@hotmail.com,1983-12-25 05:25:00,Data Science,0,Inactive,3.91,Null,212,1970-06-14 00:00:00,"Curryhaven 5-kv, dom 5, Tashkent","candidate, rate",5.0,4.0,1.0,"information, available",3.0,567.0,233.0,laptop,Dell,2020.0,phone,Apple,2021.0,Tashkent,,
287,288,Hannah Roberts,20,Male,90,+998 90 984 25 57,West Virginia,wrightalexis@lopez.biz,1970-02-27 00:00:00,Python,110,Pending,0.0,excellent,58,2020-12-11 04:44:50,"86909 Nguyen Views, Hernandezchester",,,,,,,,,,,,,,,Hernandezchester,,86909
288,289,Joshua Guerrero,19,Unknown,0,+998 97 279 55 14,Watersberg,Null,2007-03-04 00:00:00,Data Science,110,Inactive,0.0,excellent,261,2020-10-16 10:39:21,UZ 100382 Tashkent Morenoview,,,,,,,,,,,,,,,Tashkent,Morenoview,100382
289,290,Null,18,Female,0,Null,West Richardbury,Null,1972-02-16 11:00:00,Null,115,Pending,0.0,good,283,2022-07-30 14:22:02,"96315 Annette Rest, Port Charlesport","nation, right",4.0,5.0,2.0,"artist, process",3.0,1367.0,1013.0,laptop,Dell,2022.0,phone,Samsung,2022.0,Port Charlesport,,96315
290,291,Dennis Bishop,20,Female,0,+998 54 548 17 13,South Sandra,Null,2022-11-14 16:48:13,Data Science,110,Active,0.0,Null,237,2006-01-26 00:00:00,"Apartment 35, Huffburgh district, Tashkent, UZ, 100573","various, value",3.0,1.0,3.0,"myself, seven",5.0,906.0,1438.0,laptop,HP,2022.0,phone,Xiaomi,2020.0,Tashkent,Huffburgh district,100573
291,292,Lynn Gordon,21,Female,90,+998 57 468 69 59,Johnsonchester,henry44@craig.com,1974-10-28 00:11:00,Python,110,Inactive,0.0,excellent,105,2022-11-23 00:00:00,"Port Karenborough 15-kv, dom 2, Tashkent","the, production",,,,,,,,,,,,,,Tashkent,,
292,293,Null,0,Male,59,+998 21 756 72 90,North Vanessaberg,Null,2020-06-02 06:08:23,Data Science,0,Inactive,15.5,average,114,2009-08-04 00:00:00,"West Josephville 28-kv, dom 45, Tashkent","floor, notice",2.0,3.0,5.0,"sign, throughout",2.0,486.0,1054.0,laptop,Lenovo,2017.0,phone,Xiaomi,2018.0,Tashkent,,
293,294,Wendy Dunn,20,Female,0,Null,Stewarttown,rubencunningham@hotmail.com,1986-05-29 00:00:00,Null,0,Active,4.5,good,176,2022-09-16 05:31:23,UZ 100431 Tashkent Garciafort,"make, area",1.0,3.0,5.0,"produce, page",3.0,1047.0,811.0,laptop,Dell,2021.0,phone,Apple,2020.0,Tashkent,Garciafort,100431
294,295,Elizabeth Nelson,20,Female,84,Null,West Kenneth,Null,1986-11-02 00:00:00,Python,110,Inactive,0.0,excellent,151,2010-07-21 00:00:00,"Apartment 31, Lake Karen district, Tashkent, UZ, 100697",,,,,,,,,,,,,,,Tashkent,Lake Karen district,100697
295,296,Null,19,Female,90,+998 42 993 49 64,East Robinstad,Null,2020-11-24 23:10:21,Python,0,Pending,4.5,Null,284,1980-03-07 15:28:05,"36436 Gamble Freeway Suite 098, Jeanstad","anything, long",5.0,1.0,3.0,"field, fast",2.0,1303.0,1219.0,laptop,Lenovo,2021.0,phone,Apple,2024.0,Jeanstad,,36436
296,297,Tiffany Reyes,18,Male,91,+998 99 991 88 16,South Pamela,sanchezkevin@yahoo.com,1975-09-06 21:44:00,Python,110,Inactive,3.7,good,111,1970-12-04 00:00:00,"BROKEN,ADDRESS,DATA,,,","half, wind",5.0,1.0,3.0,"create, word",3.0,524.0,1494.0,laptop,Dell,2023.0,phone,Apple,2019.0,,,
297,298,Null,18,Male,78,Null,Port Hayleyport,Null,2019-06-20 00:00:00,Data Science,76,Active,0.0,good,219,2022-04-19 00:00:00,"5327 Anthony Rest, Russellfort","into, office",,,,,,,,,,,,,,Russellfort,,
298,299,Vincent Collins,18,Male,90,+998 43 955 06 10,West Jamie,melissa37@burnett.com,1999-03-25 00:00:00,Python,0,Pending,0.0,average,206,2023-03-16 09:08:26,"780 William Summit Apt. 320, Shawnstad","million, over",2.0,1.0,1.0,"stop, enough",5.0,1419.0,1065.0,laptop,Dell,2023.0,phone,Samsung,2024.0,Shawnstad,,
299,300,Jared Mckinney,18,Unknown,0,+998 13 637 72 67,Jacksonbury,elizabeth02@hotmail.com,1973-09-09 00:00:00,Data Science,102,Inactive,15.5,Null,258,2021-02-09 00:00:00,"Apartment 19, North Teresaberg district, Tashkent, UZ, 100009","finish, age",3.0,1.0,4.0,"win, fall",4.0,1342.0,1266.0,laptop,HP,2017.0,phone,Samsung,2021.0,Tashkent,North Teresaberg district,100009
300,301,Andrew Andrews,18,Male,74,Null,Aprilberg,gcastillo@bishop.info,1995-05-03 21:16:50,Python,110,Pending,0.0,Null,244,1981-04-20 15:02:00,"410 Baker Cliffs, South Ian","remain, management",2.0,3.0,3.0,"analysis, respond",0.0,642.0,773.0,laptop,Lenovo,2024.0,phone,Samsung,2018.0,South Ian,,
301,302,Leah Taylor,18,Unknown,94,Null,Richardmouth,Null,1986-09-17 03:10:31,Python,101,Active,4.5,excellent,121,2009-04-05 17:03:17,"Apartment 50, Johnsonfurt district, Tashkent, UZ, 100029","eat, smile",,,,,,,,,,,,,,Tashkent,Johnsonfurt district,100029
302,303,Lawrence Smith,0,Female,0,+998 04 288 81 64,South Erinville,Null,2007-07-07 00:00:00,Python,0,Active,0.0,good,94,1974-04-22 00:00:00,"663 Cook Lodge Apt. 565, Yustad","part, according",4.0,4.0,3.0,"continue, modern",3.0,1134.0,809.0,laptop,HP,2018.0,phone,Xiaomi,2020.0,Yustad,,
303,304,John Collier,18,Unknown,90,+998 57 743 19 66,Mathewsland,ali@gmail..com,2019-07-01 14:27:24,Python,98,Pending,0.0,excellent,223,2015-06-08 17:05:00,UZ 100024 Tashkent West Jessicafurt,"lose, reach",4.0,4.0,4.0,"table, someone",1.0,856.0,1449.0,laptop,Dell,2017.0,phone,Xiaomi,2019.0,Tashkent,West Jessicafurt,100024
304,305,Kenneth Mcdonald,18,Male,0,+998 52 786 46 31,Aliciaton,Null,1983-01-27 00:00:00,Data Science,0,Pending,0.0,excellent,146,2003-03-06 00:00:00,"BROKEN,ADDRESS,DATA,,,","modern, exactly",4.0,5.0,3.0,"put, central",0.0,1331.0,223.0,laptop,HP,2020.0,phone,Samsung,2024.0,,,
305,306,Kayla Martinez,18,Female,0,Null,Nelsonshire,singhmicheal@gmail.com,2023-09-16 06:01:07,Null,105,Active,0.0,Null,243,1997-11-20 20:49:58,"Christopherhaven 7-kv, dom 45, Tashkent","cost, computer",5.0,2.0,5.0,"safe, manager",5.0,363.0,462.0,laptop,Lenovo,2015.0,phone,Samsung,2019.0,Tashkent,,
306,307,Ruth Edwards,21,Male,65,+998 39 105 67 37,Johnmouth,Null,2003-04-17 14:53:03,Null,0,Pending,4.47,excellent,133,1980-08-28 01:19:06,"Apartment 44, Jonesmouth district, Tashkent, UZ, 100100",,,,,,,,,,,,,,,Tashkent,Jonesmouth district,100100
307,308,Kyle Brown,0,Female,0,+998 23 892 56 34,West Jennifer,Null,2021-08-07 05:29:06,Python,116,Pending,0.0,excellent,56,1985-05-22 00:00:00,"1120 Brittany Cliffs Suite 826, New Jordan","conference, citizen",3.0,5.0,1.0,"outside, ball",5.0,951.0,988.0,laptop,Dell,2023.0,phone,Apple,2021.0,New Jordan,,
308,309,Null,18,Female,68,+998 92 197 18 92,Lake Andreaburgh,ali@gmail..com,2005-11-26 00:49:43,Data Science,71,Inactive,0.0,good,131,1976-06-21 23:43:21,"10040 West Lakes Suite 279, East Samanthaland","serve, knowledge",,,,,,,,,,,,,,East Samanthaland,,10040
309,310,Rachel Parker,21,Male,65,Null,Jordanberg,Null,1974-01-07 00:00:00,Python,110,Inactive,4.5,Null,149,2015-02-09 14:36:27,UZ 100076 Tashkent Port Lauren,"suddenly, culture",1.0,3.0,5.0,"head, old",3.0,526.0,1121.0,laptop,Dell,2020.0,phone,Xiaomi,2021.0,Tashkent,Port Lauren,100076
310,311,Katherine Clark,20,Female,97,Null,East Gabriellamouth,Null,2025-04-24 20:11:00,Data Science,110,Active,0.0,good,197,1999-06-26 03:58:13,"Michaelburgh 6-kv, dom 30, Tashkent",,,,,,,,,,,,,,,Tashkent,,
311,312,Null,18,Male,90,+998 07 457 81 85,Lake Jasmine,ali@gmail..com,2001-06-10 19:42:00,Data Science,110,Active,4.29,excellent,298,1997-01-05 00:00:00,"Sharonland 2-kv, dom 45, Tashkent","far, officer",2.0,1.0,3.0,"sure, son",3.0,1378.0,513.0,laptop,Dell,2022.0,phone,Xiaomi,2020.0,Tashkent,,
312,313,Willie Hoover,20,Female,0,+998 03 025 60 01,Fullermouth,holmessteven@hotmail.com,2009-12-25 00:00:00,Python,0,Inactive,0.0,average,248,1980-05-04 00:00:00,"Murraymouth 19-kv, dom 29, Tashkent","pass, staff",4.0,2.0,1.0,"specific, reduce",3.0,508.0,1273.0,laptop,Lenovo,2015.0,phone,Apple,2023.0,Tashkent,,
313,314,Jennifer Johnson,18,Female,0,+998 49 210 25 53,Turnerberg,ali@gmail..com,2002-02-04 04:27:49,Python,66,Pending,3.7,excellent,154,2024-06-23 00:00:00,"Apartment 15, Pittmanchester district, Tashkent, UZ, 100280",,,,,,,,,,,,,,,Tashkent,Pittmanchester district,100280
314,315,Joanne Lopez,20,Male,90,+998 79 439 55 49,Adrianabury,Null,2024-04-05 00:00:00,Python,110,Inactive,15.5,average,98,1973-10-08 00:00:00,"02174 Jennifer Greens Apt. 839, Morenomouth","response, note",,,,,,,,,,,,,,Morenomouth,,02174
315,316,Michele Hogan,20,Male,0,+998 07 995 51 65,Burgessside,ssmith@hotmail.com,1980-05-22 02:05:36,Data Science,110,Active,15.5,average,128,1982-12-24 00:00:00,"BROKEN,ADDRESS,DATA,,,","operation, toward",1.0,2.0,4.0,"performance, building",3.0,869.0,375.0,laptop,Dell,2023.0,phone,Apple,2023.0,,,
316,317,Mackenzie Haas,19,Female,64,Null,New Bruce,Null,1976-09-05 17:43:53,Null,110,Pending,0.0,Null,128,1988-02-06 00:00:00,"New Charles 14-kv, dom 1, Tashkent","capital, produce",3.0,5.0,3.0,"over, condition",3.0,1137.0,881.0,laptop,Dell,2019.0,phone,Samsung,2022.0,Tashkent,,
317,318,Sarah Perez MD,19,Male,75,Null,East Erik,ericphillips@ramirez.com,2023-07-02 23:33:04,Data Science,0,Pending,0.0,good,216,2021-07-16 13:41:46,"BROKEN,ADDRESS,DATA,,,","stand, father",4.0,4.0,1.0,"meeting, parent",5.0,824.0,1340.0,laptop,Dell,2017.0,phone,Xiaomi,2024.0,,,
318,319,Carolyn Moreno,22,Male,82,Null,West Randy,williamslarry@hotmail.com,1986-08-30 00:00:00,Python,110,Pending,15.5,excellent,230,2022-10-29 02:24:24,"BROKEN,ADDRESS,DATA,,,","responsibility, read",3.0,3.0,1.0,"civil, shoulder",1.0,319.0,400.0,laptop,HP,2023.0,phone,Apple,2021.0,,,
319,320,Joshua Ross,20,Unknown,67,+998 76 885 15 67,Stanleymouth,ali@gmail..com,2023-08-04 00:00:00,Python,97,Pending,4.5,average,175,2012-12-04 00:00:00,"6771 Miller Crescent, Port Sarah","great, necessary",3.0,4.0,3.0,"sometimes, president",0.0,635.0,304.0,laptop,HP,2017.0,phone,Apple,2024.0,Port Sarah,,
320,321,Shawn Collins,22,Female,0,Null,Brittanyburgh,Null,1985-01-05 00:00:00,Null,0,Pending,3.7,excellent,193,2020-09-15 15:09:36,"Apartment 25, New Dawnburgh district, Tashkent, UZ, 100666","evening, animal",3.0,1.0,1.0,"page, woman",3.0,1288.0,465.0,laptop,HP,2017.0,phone,Apple,2023.0,Tashkent,New Dawnburgh district,100666
321,322,Antonio Bryan,22,Female,90,Null,Lake Helen,adavis@hotmail.com,2010-04-14 00:00:00,Null,87,Inactive,4.5,good,221,2025-05-15 00:00:00,"Apartment 19, East Connie district, Tashkent, UZ, 100047","bring, sea",4.0,2.0,3.0,"heart, thank",3.0,721.0,564.0,laptop,Dell,2017.0,phone,Samsung,2022.0,Tashkent,East Connie district,100047
322,323,Barry Oneill,22,Female,87,Null,East Emilyport,Null,1991-03-26 00:00:00,Data Science,0,Active,15.5,excellent,279,2011-07-28 00:00:00,"316 Elizabeth Run, South Jamesport","moment, also",5.0,3.0,1.0,"operation, pretty",4.0,471.0,1028.0,laptop,Lenovo,2017.0,phone,Apple,2020.0,South Jamesport,,
323,324,Null,0,Female,65,+998 86 048 22 31,Jillside,ali@gmail..com,2013-10-16 00:00:00,Data Science,110,Pending,0.0,Null,187,2023-08-16 21:29:44,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,,,
324,325,Nicholas Bell,20,Female,90,Null,Bowenfort,ali@gmail..com,2000-07-12 00:00:00,Data Science,110,Pending,15.5,excellent,223,1979-03-19 08:45:49,UZ 100190 Tashkent North Miranda,"prepare, heavy",,,,,,,,,,,,,,Tashkent,North Miranda,100190
325,326,Micheal Knapp,20,Female,87,+998 44 113 43 66,Lauraport,thomaswilliams@gmail.com,2022-05-10 20:05:25,Data Science,64,Active,4.5,excellent,229,2011-03-25 07:47:00,"West Robertburgh 4-kv, dom 9, Tashkent","evidence, start",5.0,1.0,5.0,"call, per",3.0,1235.0,1300.0,laptop,HP,2017.0,phone,Apple,2020.0,Tashkent,,
326,327,Null,21,Unknown,90,+998 82 405 80 81,Lake Christopher,johnsonjames@mcdonald-smith.com,2002-04-17 00:00:00,Python,96,Active,3.7,average,140,1984-08-23 21:23:37,"Apartment 11, Port Calebtown district, Tashkent, UZ, 100670","others, you",1.0,1.0,3.0,"serious, onto",1.0,1218.0,581.0,laptop,HP,2016.0,phone,Samsung,2021.0,Tashkent,Port Calebtown district,100670
327,328,Null,19,Female,90,+998 44 565 48 85,Rossborough,ali@gmail..com,1998-07-13 00:00:00,Python,0,Inactive,4.02,excellent,167,2021-11-05 16:59:02,UZ 100074 Tashkent New Rodney,"charge, energy",,,,,,,,,,,,,,Tashkent,New Rodney,100074
328,329,Null,20,Male,90,+998 46 635 81 23,North Rodneychester,ali@gmail..com,1974-07-10 00:00:00,Null,110,Pending,0.0,good,106,2018-09-27 19:54:00,"607 Torres Brook Suite 210, South Joy","institution, forget",5.0,3.0,4.0,"go, prepare",1.0,1324.0,1202.0,laptop,Dell,2018.0,phone,Xiaomi,2018.0,South Joy,,
329,330,Joseph Johnson,0,Male,90,+998 24 744 64 07,Luisport,johnyoung@yahoo.com,1998-09-06 02:39:28,Null,110,Inactive,4.5,good,57,1996-06-25 02:28:00,UZ 100700 Tashkent Shaunfort,"spring, either",1.0,5.0,4.0,"region, court",0.0,574.0,1222.0,laptop,Lenovo,2017.0,phone,Samsung,2020.0,Tashkent,Shaunfort,100700
330,331,Null,20,Male,0,Null,Zacharyside,ali@gmail..com,2000-02-05 00:00:00,Python,110,Inactive,4.5,Null,262,2001-01-11 00:00:00,"BROKEN,ADDRESS,DATA,,,","fund, study",,,,,,,,,,,,,,,,
331,332,Null,21,Female,93,+998 93 865 97 65,Jennaborough,brianmarsh@yahoo.com,1998-09-27 00:00:00,Null,0,Inactive,0.0,excellent,140,2013-02-07 22:31:00,"West Patrickberg 13-kv, dom 41, Tashkent","dinner, cause",3.0,1.0,3.0,"traditional, security",2.0,843.0,1477.0,laptop,Dell,2021.0,phone,Apple,2019.0,Tashkent,,
332,333,Null,20,Female,57,+998 83 492 98 17,Deanberg,doughertydavid@carrillo-decker.com,2009-05-18 00:00:00,Null,110,Inactive,3.7,excellent,246,1978-09-18 00:00:00,"South Kylebury 23-kv, dom 5, Tashkent","may, beautiful",,,,,,,,,,,,,,Tashkent,,
333,334,Fred Griffith,18,Male,70,Null,South Lynnberg,Null,1995-06-11 00:00:00,Data Science,88,Inactive,15.5,excellent,67,2020-02-29 00:00:00,"BROKEN,ADDRESS,DATA,,,","audience, bed",,,,,,,,,,,,,,,,
334,335,David Taylor,0,Female,0,Null,Haroldborough,ali@gmail..com,1991-05-08 21:18:00,Data Science,110,Inactive,3.2,good,91,1991-07-23 00:00:00,"Apartment 15, North Angela district, Tashkent, UZ, 100462","during, social",2.0,5.0,2.0,"for, mission",2.0,433.0,628.0,laptop,Lenovo,2018.0,phone,Xiaomi,2019.0,Tashkent,North Angela district,100462
335,336,Shane Orr,20,Female,0,+998 08 007 29 80,Lake Lance,odommeredith@yahoo.com,2023-09-09 06:54:16,Python,0,Pending,3.7,excellent,166,1993-06-13 00:00:00,"Apartment 4, Thomasport district, Tashkent, UZ, 100098",,,,,,,,,,,,,,,Tashkent,Thomasport district,100098
336,337,Timothy Booth,18,Female,0,+998 31 188 46 06,Rogersport,Null,2004-11-21 00:00:00,Data Science,70,Inactive,3.7,excellent,290,1971-02-05 00:00:00,UZ 100264 Tashkent Williamsmouth,"network, democratic",,,,,,,,,,,,,,Tashkent,Williamsmouth,100264
337,338,Null,19,Female,74,+998 52 785 50 70,North Teresa,Null,2008-11-19 19:42:27,Null,0,Active,0.0,good,288,2023-08-30 16:38:19,UZ 100563 Tashkent East Nicole,,,,,,,,,,,,,,,Tashkent,East Nicole,100563
338,339,Null,19,Female,90,Null,Port Justinshire,amber74@hotmail.com,2011-08-14 04:51:00,Python,110,Inactive,4.38,Null,130,2023-11-04 00:00:00,"BROKEN,ADDRESS,DATA,,,","beat, theory",4.0,5.0,3.0,"upon, relate",3.0,1156.0,1047.0,laptop,Lenovo,2024.0,phone,Samsung,2019.0,,,
339,340,James Smith,19,Unknown,70,+998 59 088 78 61,West Lisamouth,Null,2021-08-26 00:00:00,Python,110,Active,0.0,Null,176,1987-11-27 22:22:06,"Jessicaton 1-kv, dom 15, Tashkent",,,,,,,,,,,,,,,Tashkent,,
340,341,Danielle Coleman,19,Female,90,Null,East Chloefurt,Null,2020-01-11 01:23:22,Data Science,110,Pending,4.3,excellent,299,2004-04-15 15:11:36,"BROKEN,ADDRESS,DATA,,,","drive, outside",4.0,1.0,5.0,"thing, several",1.0,1251.0,799.0,laptop,Dell,2016.0,phone,Samsung,2024.0,,,
341,342,Dylan May,0,Female,73,Null,Aaronberg,Null,1972-03-16 00:00:00,Null,0,Inactive,0.0,average,227,2023-10-20 00:00:00,"Apartment 36, Glennmouth district, Tashkent, UZ, 100438","friend, work",4.0,5.0,2.0,"black, in",3.0,324.0,1139.0,laptop,Lenovo,2022.0,phone,Xiaomi,2021.0,Tashkent,Glennmouth district,100438
